GameNum,WhitePlayer,BlackPlayer,Game,White,Black,Date,Event,Link,
165,Tones,Cirtus,"1.{8:17}(0T1)e2e4 / {0:50}(0T1)Ng8f6 
2.{8:17}(0T2)d2d4 / {0:50}(0T2)c7c6 
3.{8:17}(0T3)b2b4 / {0:50}(0T3)Nf6e4 
4.{8:17}(0T4)Qd1h5 / {0:50}(0T4)Ne4f6 
5.{8:17}(0T5)Ng1f3 / {0:50}(0T5)Nf6h5 
6.{8:17}(0T6)Nf3e5 / {0:50}(0T6)e7e6 
7.{8:17}(0T7)g2g3 / {0:50}(0T7)Qd8f6 
8.{8:17}(0T8)f2f4 / {0:50}(0T8)Bf8b4 
9.{8:17}(0T9)Bc1d2 / {0:50}(0T9)Nh5f4 
10.{8:17}(0T10)Bd2b4 / {0:50}(0T10)Nf4g2 
11.{8:17}(0T11)Bf1g2 / {0:50}(0T11)Qf6g5 
12.{8:17}(0T12)Bb4e7 / {0:50}(0T12)Qg5e7 
13.{8:17}(0T13)Nb1c3 / {0:50}(0T13)Qe7b4 
14.{8:17}(0T14)Ke1d2 / {0:50}(0T14)Qb4d4 
15.{8:17}(0T15)Ne5d3 / {0:50}(0T15)Qd4f6 
16.{8:17}(0T16)Nc3e4 / {0:50}(0T16)Qf6h6 
17.{8:17}(0T17)Nd3f4 / {0:50}(0T17)Ke8e7 ",0,1,13/08/2021,,,
166,Los Bro SPQR,Tesseract,1.(0T1)Ng1f3 / (0T1)Ng8f6 2.(0T2)c2c4 / (0T2)e7e6 3.(0T3)Nb1c3 / (0T3)Bf8c5 4.(0T4)e2e3 / (0T4)Nb8c6 5.(0T5)g2g3 / (0T5)Nf6g4 6.(0T6)Bf1g2 / (0T6)Qd8f6 7.(0T7)Nc3e4 / (0T7)Qf6f5 8.(0T8)Ne4c5 / (0T8)Qf5c5 9.(0T9)Ke1g1 / (0T9)Nc6d4 10.(0T10)e3d4 / (0T10)Qc5e7 11.(0T11)d2d3 / (0T11)Ng4f2 12.(0T12)Rf1f2 / (0T12)e6e5 13.(0T13)Qd1e2 / (0T13)d7d6,0,1,11/05/2021,,,
167,Tones,Dreamer,"1.{18:07}(0T1)e2e4 / {18:22}(0T1)d7d5 
2.{18:07}(0T2)Qd1h5 / {18:22}(0T2)Ng8f6 
3.{18:07}(0T3)Qh5>>(0T1)f7 / {18:22}(1T1)Ke8f7 
4.{18:07}(1T2)Ng1h3 / {18:22}(1T2)Ng8f6 
5.{18:07}(1T3)Nh3g5 / {18:22}(1T3)Kf7e8 (0T3)Qd8d6 
6.{18:07}(1T4)c2c3 (0T4)Bf1b5 / {18:22}(1T4)Nf6e4 (0T4)c7c6 
7.{18:07}(1T5)Qd1b3 (0T5)Bb5c6 ",1,0,27/08/2021,,,
168,Tesseract,Los Bro SPQR,1.(0T1)Ng1f3 / (0T1)Ng8f6 2.(0T2)d2d4 / (0T2)c7c5 3.(0T3)c2c3 / (0T3)Qd8b6 4.(0T4)Nf3e5 / (0T4)Qb6e6 5.(0T5)Bc1f4 / (0T5)c5d4 6.(0T6)Qd1d4 / (0T6)Nb8c6 7.(0T7)Ne5c6 / (0T7)d7c6 8.(0T8)e2e3 / (0T8)Bc8d7 9.(0T9)Nb1d2 / (0T9)Nf6d5 10.(0T10)Bf1c4 / (0T10)Ra8d8 11.(0T11)Bc4d5 / (0T11)Qe6d5 12.(0T12)Qd4d5 / (0T12)c6d5 13.(0T13)b2b3 / (0T13)g7g6 14.(0T14)Bf4g5 / (0T14)Bd7f5 15.(0T15)Bg5>>(0T12)d5 / (1T12)c6d5 16.(1T13)Qd4d5 / (1T13)g7g5 17.(1T14)Qd5a5 / (1T14)g5f4 18.(1T15)Nd2f3 / (0T15)Bf5d7 (1T15)f4e3 19.(1T16)f2e3 (0T16)h2h4 / (0T16)Bf8g7 (1T16)Bf8h6 20.(1T17)Qa5c5 (0T17)Rh1h3 / (1T17)Rh8g8 (0T17)Bg7e5 21.(0T18)Rh3f3 (1T18)Rh1g1 / (0T18)Be5>(1T18)e6 22.(1T19)Nf3e5 (0T19)Rf3f7 / (1T19)Be6>>(1T16)e3 23.(1T20)Qc5>>(1T15)h5 / (2T15)f4e3 24.(2T16)Qh5h3 / (2T16)e3d2,0,1,11/05/2021,,,
169,Tones,gjorbajarb,"1.{13:05}(0T1)e2e4 / {13:50}(0T1)Ng8f6 
2.{13:05}(0T2)d2d4 / {13:50}(0T2)c7c5 
3.{13:05}(0T3)b2b4 / {13:50}(0T3)c5b4 
4.{13:05}(0T4)Bc1g5 / {13:50}(0T4)Nf6e4 
5.{13:05}(0T5)Qd1h5 / {13:50}(0T5)Qd8a5 
6.{13:05}(0T6)Bg5e7 / {13:50}(0T6)Bf8e7 
7.{13:05}(0T7)Qh5>>(0T5)f7 / {13:50}(0T7)Qa5>>(0T0)h5 
8.{13:05}(-1T1)e2e3 / {13:50}(-1T1)Qh5d1 
9.{13:05}(-1T2)Ke1d1 / {13:50}(-1T2)e7e5 
10.{13:05}(-1T3)Ng1f3 / {13:50}(-1T3)Qd8f6 
11.{13:05}(-1T4)Bf1c4 / {13:50}(-1T4)Qf6f5 
12.{13:05}(-1T5)Bc4f7 / {13:50}(-1T5)Ke8f7 (1T5)Ke8f7 
13.{13:05}(1T6)Bg5e7 (-1T6)Nf3e5 / {13:50}(-1T6)Kf7>>(-1T5)f7 
14.{13:05}(-2T6)Nf3e5 / {13:50}(-2T6)Qf5e5 (1T6)Qd8e7 
15.{13:05}(1T7)Qd1h5 (-1T7)Ne5f7 (-2T7)Nb1c3 ",1,0,22/09/2021,,,
170,Tones,Macfor,"1.(0T1)e2e4 / (0T1)Ng8f6 
2.(0T2)d2d4 / (0T2)c7c6 
3.(0T3)b2b4 / (0T3)Qd8b6 
4.(0T4)c2c3 / (0T4)e7e6 
5.(0T5)Bc1g5 / (0T5)h7h5 
6.(0T6)Bg5f6 / (0T6)g7f6 
7.(0T7)a2a3 / (0T7)a7a5 
8.(0T8)Qd1f3 / (0T8)Rh8h6 
9.(0T9)h2h3 / (0T9)a5b4 
10.(0T10)g2g4 / (0T10)b4c3 
11.(0T11)Bf1d3 / (0T11)Qb6b2 
12.(0T12)Ng1e2 / (0T12)Ra8a3 
13.(0T13)Ra1a3 / (0T13)Bf8a3 
14.(0T14)Ke1g1 / (0T14)Qb2>>(0T12)d2 
15.(-1T13)Nb1d2 / (-1T13)Qb2d2 
16.(0T15)Nb1>>(0T13)b2 / (1T13)c3b2 
17.(1T14)Ne2>(-1T14)d2 / (1T14)b2a1 (-1T14)c3d2 
18.(-1T15)Ke1d2 (1T15)Ke1g1 / (1T15)Qa1>>(-1T13)a1 
19.(-2T14)Nd2b1 / (-2T14)c3c2 
20.(-2T15)Ke1g1 / (0T15)Ba3b2 (-1T15)Ra8a3 (-2T15)c2b1 
21.(-1T16)Ra1a3 (-2T16)Rf1b1 (0T16)Rf1b1 (1T16)Qf3d1 / (0T16)Bb2>(1T16)b1 (-2T16)Qb2>(-1T16)b2 
22.(0T17)Qf3>>(0T14)f6 / (2T14)Qb2c1 
23.(2T15)Ne2c1 / (2T15)Ba3c1 
24.(-2T17)Qf3>>(1T14)f6 / (3T14)Rh6f6 
25.(3T15)Bd3c2 / (3T15)Bf8b4 ",0,1,25/09/2021,,,
171,A Human Bean,Los Bro SPQR,1.(0T1)Ng1f3 / (0T1)Ng8f6 2.(0T2)d2d4 / (0T2)d7d5 3.(0T3)c2c3 / (0T3)c7c6 4.(0T4)e2e3 / (0T4)Bc8f5 5.(0T5)g2g3 / (0T5)e7e6 6.(0T6)Bf1e2 / (0T6)Nf6g4 7.(0T7)Nb1d2 / (0T7)Ng4>>(0T6)g2 8.(-1T7)Ke1f1 / (-1T7)Bf5h3 9.(0T8)Nf3>(-1T8)h3 / (-1T8)Ng2e3 (0T8)Qd8g5 10.(-1T9)Bc1e3 (0T9)Nd2f3 / (0T9)Qg5h5 (-1T9)Bf8d6 11.(0T10)Nf3h4 (-1T10)Be3g5 / (0T10)Qh5>(-1T10)h5 12.(0T11)Nh4f5 (-1T11)Nh3f4 / (-1T11)Bd6f4 (0T11)Nb8d7 13.(0T12)Nf5>(-1T12)h5 / (-1T12)Bf4g5 (0T12)Nd7f6 14.(0T13)Qd1b3 (-1T13)Nf3g5 / (-1T13)Nf6h5 (0T13)Ra8b8 15.(-1T14)Ng5f7 (0T14)Qb3>>(0T10)b7 / (1T10)Qh5h3,0,1,26/07/2021,,,
172,Tones,Macfor,"1.(0T1)Ng1f3 / (0T1)Ng8f6 
2.(0T2)d2d4 / (0T2)d7d5 
3.(0T3)Bc1d2 / (0T3)c7c6 
4.(0T4)c2c4 / (0T4)Bc8g4 
5.(0T5)e2e3 / (0T5)e7e6 
6.(0T6)c4d5 / (0T6)Qd8d5 
7.(0T7)Nb1c3 / (0T7)Qd5f5 
8.(0T8)h2h3 / (0T8)Bg4f3 
9.(0T9)Qd1f3 / (0T9)Qf5f3 
10.(0T10)g2f3 / (0T10)Nb8d7 
11.(0T11)a2a3 / (0T11)Nf6h5 
12.(0T12)Nc3e4 / (0T12)f7f5 
13.(0T13)Bf1c4 / (0T13)Nd7c5 
14.(0T14)Bc4e6 / (0T14)Nc5e6 
15.(0T15)Ne4>>(0T14)e6 / (1T14)Nc5e6 
16.(1T15)Bc4e6 / (0T15)Bf8e7 (1T15)f5e4 
17.(0T16)Bd2b4 (1T16)Be6g4 / (1T16)Bf8e7 (0T16)Ra8d8 
18.(0T17)Bb4e7 (1T17)f3e4 / (0T17)Ke8e7 (1T17)Nh5f6 
19.(1T18)Bg4e6 (0T18)d4d5 / (0T18)Ke7>(1T18)e6 
20.(0T19)d5e6 (1T19)d4d5 / (1T19)Ke6f7 (0T19)Rd8e8 
21.(1T20)e4e5 (0T20)Ra1d1 / (0T20)Re8e6 (1T20)Nf6e4 
22.(0T21)Rd1d7 (1T21)e5e6 / (1T21)Kf7f8 (0T21)f5f4 
23.(0T22)Rd7b7 (1T22)f2f3 / (1T22)Ne4d2 (0T22)f4e3 
24.(1T23)Ke1d2 (0T23)f2e3 / (0T23)Re6e3 (1T23)Ra8d8 
25.(0T24)Ke1d2 (1T24)Kd2e2 / (0T24)Re3e7 (1T24)Rd8d5 
26.(0T25)Rb7e7 (1T25)e3e4 / (1T25)Kf8>(0T25)e7 
27.(1T26)e4d5 (0T26)Rh1e1 / (0T26)Ke7d7 (1T26)c6d5 
28.(1T27)Ra1c1 (0T27)Kd2c3 / (0T27)Nh5f4 (1T27)Ke8g8 
29.(1T28)Rc1c7 (0T28)Re1e4 / (0T28)Nf4h3 (1T28)Rf8f3 
30.(0T29)Re4e7 (1T29)Rc7e7 / (1T29)Rf3>>(1T28)f3 
31.(-1T29)Rc7e7 / (-1T29)Kg8>>(0T28)f7 
32.(-2T29)Re4e7 ",1,0,13/09/2021,,,
173,Tones,Macfor,"1.{0:30}(0T1)e2e4 / {0:00}(0T1)Ng8f6 
2.{0:30}(0T2)d2d4 / {0:00}(0T2)d7d5 
3.{0:30}(0T3)c2c3 / {0:00}(0T3)c7c6 
4.{0:30}(0T4)Bc1g5 / {0:00}(0T4)Bc8g4 
5.{0:30}(0T5)Qd1b3 / {0:00}(0T5)Nf6e4 
6.{0:30}(0T6)Bg5e3 / {0:00}(0T6)Qd8d7 
7.{0:30}(0T7)Bf1e2 / {0:00}(0T7)g7g6 
8.{0:30}(0T8)h2h3 / {0:00}(0T8)Bg4e2 
9.{0:30}(0T9)Ng1e2 / {0:00}(0T9)b7b5 
10.{0:30}(0T10)Nb1d2 / {0:00}(0T10)Ne4>>(0T9)e2 
11.{0:30}(-1T10)Qb3d1 / {0:00}(-1T10)Ne4c3 
12.{0:30}(0T11)Nd2f3 (-1T11)Nb1c3 / {0:00}(0T11)Qd7f5 (-1T11)Qd7h3 
13.{0:30}(-1T12)Qd1e2 (0T12)Ra1c1 / {0:00}(-1T12)Qh3>(0T12)g2 
14.{0:30}(0T13)Rh1g1 (-1T13)Ke1c1 / {0:00}(0T13)Qg2f3 (-1T13)Nb8d7 
15.{0:30}(-1T14)Qe2>(0T14)f3 / {0:00}(-1T14)Bf8h6 (0T14)Qf5f3 
16.{0:30}(0T15)Rg1g3 (-1T15)Rd1d2 / {0:00}(0T15)Qf3e4 (-1T15)Bh6e3 
17.{0:30}(-1T16)f2e3 (0T16)Qb3c2 / {0:00}(0T16)Qe4>(-1T16)e3 
18.{0:30}(-1T17)Rh1e1 (0T17)Qc2d2 / {0:00}(-1T17)Qe3f4 (0T17)Nb8d7 
19.{0:30}(-1T18)Re1e7 (0T18)Be3g5 / {0:00}(0T18)h7h6 (-1T18)Ke8e7 
20.{0:30}(0T19)Qd2>(-1T19)e2 / {0:00}(-1T19)Ke7f8 (0T19)h6g5 
21.{0:30}(0T20)Rg3e3 (-1T20)Nc3d5 / {0:00}(0T20)Nd7>(-1T20)d5 
22.{0:30}(0T21)Ne2g1 (-1T21)a2a3 / {0:00}(0T21)g5g4 (-1T21)Ra8e8 
23.{0:30}(-1T22)Qe2>>(-1T20)g4 / {0:00}(1T20)Qf4h2 
24.{0:30}(1T21)Qe2e7 / {0:00}(1T21)Kf8e7 
25.{0:30}(1T22)Qg4g5 (0T22)h3g4 / {0:00}(1T22)Nd7f6 (-1T22)Qf4h2 (0T22)Rh8h1 
26.{0:30}(1T23)Qg5e3 (0T23)Ke1d2 (-1T23)Rd2d1 / {0:00}(-1T23)Qh2f4 (1T23)Nf6e4 ",1,0,05/09/2021,,,flagged
174,Mage,Tones,"1.{15:34}(0T1)Ng1f3 / {15:42}(0T1)Ng8f6 
2.{15:34}(0T2)d2d4 / {15:42}(0T2)e7e5 
3.{15:34}(0T3)c2c3 / {15:42}(0T3)c7c6 
4.{15:34}(0T4)Qd1b3 / {15:42}(0T4)Qd8a5 
5.{15:34}(0T5)Qb3f7 / {15:42}(0T5)Ke8f7 
6.{15:34}(0T6)Nf3>>(0T5)f5 / {15:42}(0T6)Qa5>>(0T1)f5 
7.{15:34}(-1T2)c2c3 / {15:42}(-1T2)e7e6 
8.{15:34}(-1T3)Qd1b3 / {15:42}(-1T3)Qf5>(1T5)f5 
9.{15:34}(-1T4)Qb3b5 / {15:42}(-1T4)Ng8f6 
10.{15:34}(-1T5)Nf3>>(0T5)f5 / {15:42}(2T5)d7d5 (-1T5)Nf6d5 
11.{15:34}(-1T6)Qb5d7 (1T6)Qb3f7 (2T6)Qb3d5 / {15:42}(2T6)Qa5>>(-1T3)d5 
12.{15:34}(-2T4)e2e3 / {15:42}(-2T4)Qd5f3 
13.{15:34}(-2T5)g2f3 / {15:42}(-2T5)Qd8e7 
14.{15:34}(-2T6)Qb3e6 (0T7)Ke1d2 (2T7)Ke1d2 / {15:42}(0T7)Nf6>>(0T5)f7 
15.{15:34}(-3T6)Ke1d2 / {15:42}(1T6)Ke8f7 (-1T6)Bc8d7 (-2T6)Qe7e6 (-3T6)Nf6e4 
16.{15:34}(1T7)Nf3e5 (-2T7)Bf1d3 (-3T7)Kd2e3 (-1T7)e2e3 / {15:42}(1T7)Kf7g8 (2T7)Nf6d5 (-1T7)Nd5e3 (-2T7)Qf5d3 (-3T7)Ne4c3 
17.{15:34}(2T8)Nf5>>(2T7)f7 / {15:42}(2T8)f7>(3T7)f7 
18.{15:34}(3T8)Qd5>>(1T6)f7 ",1,0,30/08/2021,Blitz Tourney,,
175,Tones,Mage,"1.{15:49}(0T1)e2e4 / {18:29}(0T1)Ng8f6 
2.{15:49}(0T2)d2d4 / {18:29}(0T2)e7e6 
3.{15:49}(0T3)Bc1g5 / {18:29}(0T3)c7c5 
4.{15:49}(0T4)b2b4 / {18:29}(0T4)c5b4 
5.{15:49}(0T5)Qd1h5 / {18:29}(0T5)Nf6h5 
6.{15:49}(0T6)Bg5d8 / {18:29}(0T6)Ke8d8 
7.{15:49}(0T7)Nb1d2 / {18:29}(0T7)Nb8c6 
8.{15:49}(0T8)Nd2b3 / {18:29}(0T8)a7a5 
9.{15:49}(0T9)f2f4 / {18:29}(0T9)Nh5f4 
10.{15:49}(0T10)g2g3 / {18:29}(0T10)Nf4g6 
11.{15:49}(0T11)Bf1>>(0T5)f7 / {18:29}(1T5)Ke8>>(0T6)d8 
12.{15:49}(1T6)Bf7>>(0T5)f7 / {18:29}(2T5)Ke8>(1T6)e8 
13.{15:49}(2T6)Bf7>(1T7)f7 / {18:29}(2T6)g7g6 
14.{15:49}(2T7)Bg5f6 (-1T7)Bf1c4 / {18:29}(1T7)Ke8>(2T7)e8 (-1T7)b4b3 
15.{15:49}(2T8)Bf6d8 (1T8)Qd1h5 (-1T8)Bc4b3 / {18:29}(2T8)Ke8d8 (1T8)g7g6 (-1T8)Bf8b4 
16.{15:49}(-1T9)c2c3 (1T9)Qh5e2 (2T9)Qd1f3 / {18:29}(1T9)Qd8>>(1T6)a5 
17.{15:49}(-2T7)Bg5d2 / {18:29}(-2T7)Nf6e4 
18.{15:49}(1T10)Qe2>>(1T6)e2 / {18:29}(3T6)g7g6 
19.{15:49}(3T7)Bg5f6 / {18:29}(3T7)Qd8f6 ",0,1,24/08/2021,,,
176,Tones,Neathp,"1. Nf3 / Nf6
2. b3 / c6
3. Bb2 / Qb6
4. Bd4 / (0T4)Qb6>>x(0T0)f2~ (>L-1)
5. (-1T1)Kxf2 / (-1T1)Nh6
6. (-1T2)Nf3 / (-1T2)Ng4
7. (-1T3)Ke1 / (-1T3)Ng4>>(-1T1)f4 (>L-2)
8. (-1T4)e3 / (-1T4)Ke8>>(0T4)d8 (>L-3)
9. (0T5)e3 (-1T5)Qe2 / (0T5)Ke8>>(0T4)d8 (>L-4) (-1T5)Qe8
10. (-1T6)Nc3 (0T6)Qe2 / (0T6)Ne8 (-1T6)f6
11. (-1T7)Nd5 (0T7)Qc4 / (-1T7)Qf7 (0T7)e6
12. (0T8)Qc4>>(0T1)c4~ (>L1) / (1T1)e6
13. (1T2)Qc4>x(-2T2)f4 / (-2T2)e6 (1T2)Qh4
14. (-2T3)Qf4>>(0T1)h4~ (>L2) / (2T1)e6
15. (2T2)Qh4>x(1T3)h4 / (2T2)Qg5
16. (2T3)Nf3 / (2T3)Qg5>x(1T3)h4 (-2T3)Qh4
17. (2T4)Nf3>>(1T2)f3~ (>L3) / (3T2)c6
18. (3T3)Nf3>>(1T2)f3~ (>L4) / (4T2)Qh4
19. (4T3)Qxh4 / (4T3)Bc5 (3T3)Qh4
20. (3T4)Qc4>x(-2T4)h4 (4T4)Qh4>>(2T2)f4~ (>L5) / (5T2)Qxh4
21. (5T3)Qxh4 / (5T3)Nf6",0,1,27/07/2021,,,
177,Tones,Public Match,"1.{14:54}(0T1)Ng1f3 / {14:54}(0T1)Ng8f6 
2.{14:54}(0T2)c2c4 / {14:54}(0T2)e7e6 
3.{14:54}(0T3)Nb1c3 / {14:54}(0T3)b7b6 
4.{14:54}(0T4)Qd1c2 / {14:54}(0T4)Bc8b7 
5.{14:54}(0T5)e2e4 / {14:54}(0T5)Bf8b4 
6.{14:54}(0T6)d2d3 / {14:54}(0T6)Bb4c3 
7.{14:54}(0T7)b2c3 / {14:54}(0T7)Nf6e4 
8.{14:54}(0T8)d3e4 / {14:54}(0T8)Bb7e4 
9.{14:54}(0T9)Qc2e4 / {14:54}(0T9)Qd8f6 
10.{14:54}(0T10)Qe4d4 / {14:54}(0T10)Qf6e7 
11.{14:54}(0T11)Bc1g5 / {14:54}(0T11)f7f6 
12.{14:54}(0T12)Nf3e5 / {14:54}(0T12)f6g5 
13.{14:54}(0T13)Qd4>>(0T10)d7 / {14:54}(1T10)Nb8d7 
14.{14:54}(1T11)Qe4a8 / {14:54}(1T11)Qf6d8 
15.{14:54}(1T12)Qa8c6 / {14:54}(1T12)Ke8g8 
16.{14:54}(1T13)Bc1a3 / {14:54}(0T13)Qe7a3 (1T13)Nd7c5 
17.{14:54}(1T14)Ba3>(0T14)b3 / {14:54}(1T14)Qd8f6 (0T14)Qa3b3 
18.{14:54}(0T15)a2b3 (1T15)Nf3d4 / {14:54}(1T15)Qf6>>(1T12)c3 ",0,1,30/08/2021,,,
178,Public Match,Tones,"1.{18:07}(0T1)e2e3 / {17:02}(0T1)Ng8f6 
2.{18:07}(0T2)Qd1f3 / {17:02}(0T2)c7c5 
3.{18:07}(0T3)Bf1c4 / {17:02}(0T3)d7d5 
4.{18:07}(0T4)Bc4b5 / {17:02}(0T4)Nb8c6 
5.{18:07}(0T5)Nb1c3 / {17:02}(0T5)a7a6 
6.{18:07}(0T6)Nc3d5 / {17:02}(0T6)a6b5 
7.{18:07}(0T7)Nd5f6 / {17:02}(0T7)e7f6 
8.{18:07}(0T8)Qf3h5 / {17:02}(0T8)g7g6 
9.{18:07}(0T9)Qh5e2 / {17:02}(0T9)Nc6d4 
10.{18:07}(0T10)Qe2b5 / {17:02}(0T10)Nd4b5 
11.{18:07}(0T11)d2d4 / {17:02}(0T11)c5d4 
12.{18:07}(0T12)e3e4 ",1,0,30/08/2021,,,
179,Public Match,Tones,"1.{19:06}(0T1)Ng1f3 / {19:13}(0T1)Ng8f6 
2.{19:06}(0T2)c2c4 / {19:13}(0T2)c7c5 
3.{19:06}(0T3)Nb1c3 / {19:13}(0T3)Nb8c6 
4.{19:06}(0T4)e2e3 / {19:13}(0T4)e7e6 
5.{19:06}(0T5)d2d4 / {19:13}(0T5)d7d5 
6.{19:06}(0T6)c4d5 / {19:13}(0T6)c5d4 
7.{19:06}(0T7)d5c6 / {19:13}(0T7)d4c3 
8.{19:06}(0T8)c6b7 / {19:13}(0T8)Qd8d1 
9.{19:06}(0T9)Ke1d1 / {19:13}(0T9)c3c2 
10.{19:06}(0T10)Kd1c2 / {19:13}(0T10)Bc8b7 
11.{19:06}(0T11)Bf1b5 / {19:13}(0T11)Nf6d7 
12.{19:06}(0T12)Bb5d7 / {19:13}(0T12)Ke8d7 
13.{19:06}(0T13)Rh1d1 / {19:13}(0T13)Bf8d6 
14.{19:06}(0T14)Rd1d6 / {19:13}(0T14)Kd7e8 
15.{19:06}(0T15)Nf3g5 / {19:13}(0T15)Bb7c8 ",0,1,31/08/2021,,,
180,qxyzpk,Tones,"1.{14:45}(0T1)Ng1f3 / {4:21}(0T1)Ng8f6 
2.{14:45}(0T2)d2d4 / {4:21}(0T2)d7d5 
3.{14:45}(0T3)c2c3 / {4:21}(0T3)Bc8d7 
4.{14:45}(0T4)Bc1g5 / {4:21}(0T4)c7c5 
5.{14:45}(0T5)d4c5 / {4:21}(0T5)e7e6 
6.{14:45}(0T6)Nf3e5 / {4:21}(0T6)Bf8c5 
7.{14:45}(0T7)e2e3 / {4:21}(0T7)g7g6 
8.{14:45}(0T8)Qd1b3 / {4:21}(0T8)b7b6 
9.{14:45}(0T9)Ne5d7 / {4:21}(0T9)Nb8d7 
10.{14:45}(0T10)Bf1b5 / {4:21}(0T10)a7a6 
11.{14:45}(0T11)Bb5d7 / {4:21}(0T11)Ke8d7 
12.{14:45}(0T12)Qb3a4 / {4:21}(0T12)b6b5 
13.{14:45}(0T13)Qa4f4 / {4:21}(0T13)Bc5d6 
14.{14:45}(0T14)Bg5f6 / {4:21}(0T14)Bd6f4 
15.{14:45}(0T15)Bf6d8 / {4:21}(0T15)Rh8d8 
16.{14:45}(0T16)e3f4 / {4:21}(0T16)b5b4 
17.{14:45}(0T17)Ke1g1 / {4:21}(0T17)a6a5 
18.{14:45}(0T18)c3b4 / {4:21}(0T18)a5b4 
19.{14:45}(0T19)Nb1d2 / {4:21}(0T19)Rd8c8 
20.{14:45}(0T20)a2a3 / {4:21}(0T20)Rc8c2 
21.{14:45}(0T21)a3b4 / {4:21}(0T21)Ra8a1 
22.{14:45}(0T22)Rf1a1 / {4:21}(0T22)Rc2d2 
23.{14:45}(0T23)g2g3 / {4:21}(0T23)Rd2b2 
24.{14:45}(0T24)Ra1e1 / {4:21}(0T24)Rb2b4 
25.{14:45}(0T25)Re1a1 / {4:21}(0T25)Rb4b7 
26.{14:45}(0T26)Ra1d1 / {4:21}(0T26)Kd7d6 
27.{14:45}(0T27)Rd1a1 / {4:21}(0T27)d5d4 
28.{14:45}(0T28)Ra1a6 / {4:21}(0T28)Kd6c7 
29.{14:45}(0T29)Ra6a8 / {4:21}(0T29)Rb7b8 
30.{14:45}(0T30)Ra8a4 / {4:21}(0T30)Rb8b1 
31.{14:45}(0T31)Kg1g2 / {4:21}(0T31)Rb1d1 
32.{14:45}(0T32)Ra4c4 / {4:21}(0T32)Kc7d7 
33.{14:45}(0T33)Rc4>>(0T29)c4 / {4:21}(1T29)Kc7b8 
34.{14:45}(1T30)Ra6c6 / {4:21}(1T30)Rb7b1 
35.{14:45}(1T31)Kg1g2 / {4:21}(1T31)Rb1b7 
36.{14:45}(1T32)Rc6c8 / {4:21}(1T32)Kb8a7 
37.{14:45}(1T33)Rc8c7 / {4:21}(1T33)Rb7c7 (0T33)Rd1e1 
38.{14:45}(1T34)Rc4d4 (0T34)f4f5 / {4:21}(0T34)Re1>>(0T24)e1 
39.{14:45}(-1T25)Kg1g2 / {4:21}(-1T25)Re1e2 ",0,1,25/09/2021,,,
181,Tones,RyanFourPM,"1.{10:04}(0T1)e2e4 / {16:49}(0T1)Ng8f6 
2.{10:04}(0T2)d2d4 / {16:49}(0T2)d7d5 
3.{10:04}(0T3)c2c3 / {16:49}(0T3)c7c6 
4.{10:04}(0T4)Bc1g5 / {16:49}(0T4)Bc8g4 
5.{10:04}(0T5)Qd1c2 / {16:49}(0T5)Nf6e4 
6.{10:04}(0T6)Bg5f4 / {16:49}(0T6)Ne4f6 
7.{10:04}(0T7)Bf4e5 / {16:49}(0T7)Bg4h5 
8.{10:04}(0T8)Bf1e2 / {16:49}(0T8)Bh5g6 
9.{10:04}(0T9)Qc2b3 / {16:49}(0T9)Qd8b6 
10.{10:04}(0T10)Ng1f3 / {16:49}(0T10)Nb8d7 
11.{10:04}(0T11)Nb1d2 / {16:49}(0T11)Nf6e4 
12.{10:04}(0T12)Qb3b6 / {16:49}(0T12)a7b6 
13.{10:04}(0T13)Nf3h4 / {16:49}(0T13)Ne4d2 
14.{10:04}(0T14)Ke1d2 / {16:49}(0T14)Bg6e4 
15.{10:04}(0T15)Be2f3 / {16:49}(0T15)Be4>>(0T13)e2 
16.{10:04}(0T16)Bf3>>(0T12)f7 / {16:49}(1T12)Bg6f7 
17.{10:04}(1T13)Qb3b6 / {16:49}(1T13)Ne4d2 
18.{10:04}(1T14)Nf3d2 (-1T14)Ke1e2 / {16:49}(-1T14)Bg6h5 (1T14)a7b6 
19.{10:04}(1T15)Be5>>(1T13)e7 / {16:49}(2T13)Bf8e7 
20.{10:04}(2T14)Nd2e4 / {16:49}(2T14)Qb6b3 ",0,1,12/09/2021,,,
182,RyanFourPM,Tones,"1.(0T1)Ng1f3 / (0T1)e7e5 
2.(0T2)d2d4 / (0T2)d7d5 
3.(0T3)c2c3 / (0T3)Nb8c6 
4.(0T4)Bc1g5 / (0T4)Bf8e7 
5.(0T5)h2h4 / (0T5)e5e4 
6.(0T6)Nf3e5 / (0T6)Be7g5 
7.(0T7)h4g5 / (0T7)Nc6e5 
8.(0T8)d4e5 / (0T8)Bc8d7 
9.(0T9)Qd1d5 / (0T9)Qd8g5 
10.(0T10)Nb1d2 / (0T10)Qg5f5 
11.(0T11)f2f4 / (0T11)Qf5>>(0T8)f2 
12.(-1T9)Ke1f2 / (-1T9)Qd8d7 
13.(-1T10)g2g4 / (-1T10)Qd7f5 
14.(0T12)Qd5>>(0T10)d7 ",1,0,21/09/2021,,,
